topic,topic1,contents,label
Company,Greenlee Partners, Greenlee Partners LLC is a lobbying firm in Pennsylvania possibly best known as the Republican-leaning firm that represented the City of Philadelphia in the 1990s.,1
Company,Ragged Flag, Ragged Flag is a record label founded in 2007 by members of the band The Prodigy and backed by the Cooking Vinyl Group.,1
Company,CTBC Holding, CTBC Holding (Former: Chinatrust Financial Holding Company Ltd.) is a holding company principally engaged in the finance industry through its eight major subsidiaries: The holding company is based in Taipei Taiwan.CTBC Bank (former: Chinatrust Commercial Bank) at its coreCTBC Securities Co.CTBC Insurance Brokers Co.CTBC Venture Capital Co.CTBC Asset Management Co.CTBC Bills Finance Corp.CTBC Security CoTaiwan Lottery CorporationThe Company's products and services are classified into eight categories: banking including corporate banking consumer finance and retail banking; securities including securities brokerage trading and underwriting services as well as the securities-related futures business; bill and bond including brokerage trading underwriting certification guarantee and advisory services; insurance brokerage providing property and life insurance services; venture capital focusing on the high technology industries such as telecommunications semiconductor industries; asset management including the acquisition management and processing of financial debts from financial institutions; security services such as stationing of security guards in office buildings and lottery including issuance marketing promotion prize drawing prize claiming and management.,1
Company,Suburban Noize Records, Suburban Noize Records also known as Subnoize is an independent record label based in Burbank California that specializes in punk rock and underground hip hop. The label was founded in 1997 by Kottonmouth Kings vocalist Brad Xavier and Kevin Zinger.,1
Company,Valor Security Services, Valor Security Services of Marietta GA a division of SMS Holdings Nashville TN is the largest company in the United States providing contract security services exclusively to the shopping center industry. In 2013 Valor ranked as the nation’s 11th largest security firm in Security Magazine’s ranking of the 50 largest security firms (determined by Valor's annual revenue of $175 million)Valor was founded in 1991 by Dan Rakestraw. Mr. Rakestraw currently serves as President.,1
Company,Bealls (Texas), Bealls /ˈbɛlz/ is a United States chain of department stores headquartered in Texas. It is owned by Stage Stores Inc. The chain overlaps with the Florida-based Bealls chain although the two are not related. In markets where the two chains overlap the Florida chain operates as Burkes Outlet instead.,1
Company,Exor (company), Exor S.p.A. is an Italian-based investment company controlled by the Agnelli family (26th in the 2012 Fortune Global 500 list). The firm dates back to 1927 when Giovanni Agnelli formed Istituto Finanziario Italiano (IFI) to manage his investments in Fiat Cinzano and other companies as well as his interests in the village of Sestriere.,1
Company,Ravn Alaska, Ravn Alaska (formerly Era Alaska) is an airline brand headquartered in Anchorage Alaska United States. It operates a network of services from Anchorage as part of an Alaska Airlines Partnership. Its primary hub is Anchorage Airport.,1
Company,Advanced Skin Fitness, Advanced Skin Fitness was founded in 2003 by physiologist William A. Moore MS and Lush Investments Inc in Dallas Texas. It is a med spa that offers advanced skin care including dermatological procedures hair removal and non-invasive surgery.,1
Company,CipherCloud, CipherCloud is a San Jose California-based company that develops secure gateways that locally encrypt sensitive information before it is stored in cloud environments. The company offers gateways that can be installed on computer hardware or work via virtual appliances. CipherCloud founder Pravin Kothari serves as the company's chief executive officer.,1
Company,NintendoFuse, NintendoFuse is a news and reviews blog centered on the video game company Nintendo. The site launched in early 2006 as WiiNintendo but changed to NintendoFuse in 2011. The blog-style website focuses on Nintendo news game and product reviews and other Nintendo-related information.,1
Company,Norwest, Norwest Corporation was a banking and financial services company based in Minneapolis Minnesota United States. In 1998 it merged with Wells Fargo & Co. and since that time has traded under the Wells Fargo name.,1
Company,Featherproof Books, Featherproof Books is a small independent publisher based in Chicago Illinois. It was founded in 2005 by Jonathan Messinger and Zach Dodson. They publish perfect bound novels short story collections and other works and offer mini-books of short stories and novellas for free download.,1
Company,AVI Foodsystems, AVI Foodsystems headquartered in Warren Ohio is a family-owned and operated US foodservice company. Founded in 1960 by John Payiavlas AVI provides customized foodservice solutions for over 6500 client locations and millions of customers throughout 34 states.AVI offers hospitality services in business education leisure and healthcare settings including a complete offering of on-site dining vending catering concessions office coffee and environmental services.,1
Company,Axminster Carpets, Axminster Carpets Ltd are an Axminster Devon based English manufacturer of carpets particularly the same-named Axminster carpets.,1
Company,Aconex, Aconex is a privately held Australian company providing mobile and web-based collaboration technologies for project information and process management (also sometimes described as project management or project extranet systems) on a software as a service (SaaS) basis to clients in the construction infrastructure power mining and oil and gas sectors.,1
Company,Agility Logistics, Agility is a publicly traded global logistics company headquartered in Kuwait. It provides freight forwarding transportation warehousing and supply chain management services to businesses governments international institutions and relief agencies worldwide. Agility has roughly 22000 employees and 500 offices in more than 100 countries. Agility shares have traded on the Kuwait Stock Exchange (KSE: AGLTY) since 1984 and the Dubai Financial Market (DFM: AGLTY) since 2006.,1
